cart_id,customer_id,product_id,quantity,date,regular_price,sale_price
2080,409,343,5,2025-02-24,80.96,64.91
2080,409,138,1,2025-02-24,132.16,
2081,176,215,2,2025-02-24,9.96,
2081,176,245,1,2025-02-24,17.57,
2081,176,342,2,2025-02-24,146.83,118.03
2081,176,136,4,2025-02-24,146.18,61.91
2081,176,233,1,2025-02-24,85.81,
2082,445,285,4,2025-02-24,118.07,73.93
2082,445,410,1,2025-02-24,39.66,
2082,445,382,1,2025-02-24,15.81,
2083,266,104,1,2025-02-24,24.27,
2083,266,136,1,2025-02-24,9.18,
2083,266,459,2,2025-02-24,114.97,49.29
2083,266,277,2,2025-02-24,29.15,
2083,266,377,5,2025-02-24,128.74,57.89
2083,266,297,1,2025-02-24,103.52,
2084,177,104,1,2025-02-24,110.12,45.09
2084,177,141,3,2025-02-24,70.01,60.89
2084,177,192,3,2025-02-24,20.71,17.58
2085,99,352,1,2025-02-24,33.14,
2085,99,205,3,2025-02-24,143.35,80.27
2086,139,306,1,2025-02-24,73.47,29.88
2086,139,120,1,2025-02-24,113.62,
2086,139,237,1,2025-02-24,133.2,64.62
2087,65,140,2,2025-02-24,71.86,
2087,65,407,1,2025-02-24,120.75,
2088,145,195,4,2025-02-24,116.94,58.12
2088,145,105,2,2025-02-24,59.06,
2088,145,202,1,2025-02-24,77.52,
2088,145,233,2,2025-02-24,32.6,
2088,145,127,4,2025-02-24,10.2,
2088,145,209,1,2025-02-24,61.63,
2089,353,390,3,2025-02-24,79.21,62.43
2089,353,279,1,2025-02-24,107.71,
2089,353,450,1,2025-02-24,119.17,
2090,234,246,2,2025-02-24,13.29,
2090,234,352,2,2025-02-24,109.12,82.15
2090,234,305,3,2025-02-24,19.77,
2090,234,344,1,2025-02-24,81.7,69.32
2090,234,393,3,2025-02-24,88.86,46.5
2090,234,321,2,2025-02-24,95.73,
2090,234,213,1,2025-02-24,43.14,
2090,234,344,1,2025-02-24,109.91,
2091,238,387,1,2025-02-24,99.55,
2091,238,422,3,2025-02-24,109.16,69.91
2091,238,331,3,2025-02-24,79.63,60.54
2091,238,362,2,2025-02-24,12.42,
2092,421,418,4,2025-02-24,70.23,53.3
2092,421,215,1,2025-02-24,134.14,115.57
2092,421,395,1,2025-02-24,137.13,
2093,191,428,3,2025-02-24,81.24,33.94
2094,233,483,6,2025-02-24,98.43,77.6
2094,233,252,2,2025-02-24,97.84,
2094,233,390,2,2025-02-24,98.31,
2095,230,328,2,2025-02-24,67.0,
2095,230,293,2,2025-02-24,91.46,
2095,230,388,1,2025-02-24,81.03,
2096,106,496,5,2025-02-24,63.44,47.28
2096,106,407,2,2025-02-24,87.3,53.11
2096,106,431,2,2025-02-24,50.7,
2096,106,164,1,2025-02-24,99.33,61.3
2097,369,134,3,2025-02-24,111.19,76.45
2097,369,321,2,2025-02-24,27.18,
2098,167,302,3,2025-02-24,54.74,
2098,167,178,1,2025-02-24,56.34,
2098,167,254,3,2025-02-24,8.87,6.99
2098,167,428,1,2025-02-24,17.03,
2098,167,134,2,2025-02-24,40.98,24.25
2098,167,213,3,2025-02-24,20.88,
2098,167,227,6,2025-02-24,106.35,81.6
2098,167,157,2,2025-02-24,47.82,
2098,167,217,3,2025-02-24,116.77,69.73
2098,167,165,2,2025-02-24,110.62,
2098,167,417,2,2025-02-24,98.84,67.47
2099,87,417,1,2025-02-24,71.73,
2099,87,332,1,2025-02-24,24.4,
2100,428,424,1,2025-02-25,6.41,
2100,428,125,5,2025-02-25,135.12,83.36
2100,428,195,4,2025-02-25,85.42,
2101,408,199,2,2025-02-25,88.66,
2101,408,195,2,2025-02-25,90.83,68.27
2101,408,127,2,2025-02-25,61.53,
2101,408,298,3,2025-02-25,75.45,
2101,408,166,4,2025-02-25,75.96,42.7
2102,2,138,3,2025-02-25,85.72,
2102,2,458,2,2025-02-25,105.8,
2102,2,383,2,2025-02-25,143.46,
2103,151,483,2,2025-02-25,22.01,
2104,265,327,1,2025-02-25,70.94,
2105,154,104,2,2025-02-25,123.35,90.53
2105,154,494,4,2025-02-25,131.36,98.83
2105,154,235,1,2025-02-25,61.34,33.61
2105,154,488,2,2025-02-25,67.07,
2105,154,240,2,2025-02-25,61.65,
2105,154,488,3,2025-02-25,127.73,72.37
2106,8,380,1,2025-02-25,42.9,
2106,8,147,2,2025-02-25,62.3,
2107,179,372,2,2025-02-25,21.38,
2107,179,202,1,2025-02-25,69.47,
2107,179,155,2,2025-02-25,34.8,
2107,179,146,2,2025-02-25,138.36,93.89
2107,179,383,2,2025-02-25,101.92,
2108,429,446,3,2025-02-25,6.59,
2108,429,166,1,2025-02-25,97.21,
2109,329,464,2,2025-02-25,145.62,104.93
2109,329,214,2,2025-02-25,36.11,20.62
2109,329,405,2,2025-02-25,15.16,
2109,329,449,3,2025-02-25,41.61,22.58
2110,308,179,3,2025-02-25,45.75,20.2
2110,308,337,2,2025-02-25,67.79,
2110,308,121,5,2025-02-25,48.24,32.47
2110,308,324,2,2025-02-25,55.65,
2110,308,492,6,2025-02-25,127.71,59.39
2110,308,270,3,2025-02-25,52.77,46.88
2111,250,274,3,2025-02-25,136.7,81.82
2112,313,301,4,2025-02-25,130.44,75.3
2112,313,166,3,2025-02-25,148.16,64.53
2112,313,484,4,2025-02-25,130.12,59.21
2112,313,373,5,2025-02-25,147.47,82.31
2112,313,157,3,2025-02-25,96.77,
2112,313,303,5,2025-02-25,36.7,21.18
2113,211,458,7,2025-02-25,100.01,72.55
2113,211,181,2,2025-02-25,125.78,80.95
2113,211,481,1,2025-02-25,92.28,
2113,211,111,1,2025-02-25,96.0,
2113,211,399,2,2025-02-25,137.78,105.69
2113,211,305,2,2025-02-25,142.42,96.44
2114,435,286,1,2025-02-25,68.87,
2114,435,156,2,2025-02-25,86.87,59.09
2114,435,299,3,2025-02-25,126.13,93.15
2114,435,143,2,2025-02-25,29.49,
2114,435,244,1,2025-02-25,116.79,75.58
2115,159,194,2,2025-02-25,12.98,
2115,159,131,1,2025-02-25,21.08,
2115,159,341,2,2025-02-25,17.86,
2115,159,268,3,2025-02-25,17.92,11.69
2116,55,249,3,2025-02-25,7.67,
2116,55,341,3,2025-02-25,7.54,
2117,212,242,2,2025-02-25,116.04,
2117,212,194,3,2025-02-25,35.14,22.5
2118,133,199,2,2025-02-25,124.61,91.05
2119,404,407,1,2025-02-25,148.3,
2119,404,233,2,2025-02-25,7.67,
2119,404,400,2,2025-02-25,145.97,68.85
2120,87,239,1,2025-02-26,76.61,
2121,13,479,2,2025-02-26,7.13,
2121,13,229,5,2025-02-26,144.34,115.66
2121,13,277,1,2025-02-26,62.74,
2121,13,206,2,2025-02-26,130.3,71.28
2122,296,150,4,2025-02-26,39.89,
2122,296,444,2,2025-02-26,43.86,
2122,296,128,2,2025-02-26,36.21,
2123,166,308,2,2025-02-26,105.0,
2123,166,126,4,2025-02-26,132.29,66.11
2123,166,438,2,2025-02-26,71.17,
2124,156,400,2,2025-02-26,79.9,48.67
2124,156,303,1,2025-02-26,60.3,
2124,156,178,2,2025-02-26,36.35,
2124,156,176,1,2025-02-26,68.0,
2124,156,409,2,2025-02-26,32.48,
2124,156,320,3,2025-02-26,51.76,
2125,39,363,1,2025-02-26,24.64,
2125,39,357,2,2025-02-26,104.72,54.87
2125,39,126,6,2025-02-26,47.93,28.33
2125,39,358,2,2025-02-26,96.23,57.43
2126,404,221,1,2025-02-26,39.3,
2126,404,463,4,2025-02-26,85.71,62.96
2126,404,230,5,2025-02-26,133.96,118.71
2126,404,291,3,2025-02-26,78.06,51.66
2126,404,140,2,2025-02-26,93.39,51.56
2127,161,221,4,2025-02-26,145.35,84.21
2127,161,248,1,2025-02-26,61.1,
2127,161,238,5,2025-02-26,24.42,10.71
2127,161,324,2,2025-02-26,74.56,
2127,161,456,3,2025-02-26,111.43,69.41
2127,161,499,2,2025-02-26,130.5,
2127,161,301,2,2025-02-26,18.82,
2127,161,268,1,2025-02-26,24.83,
2128,257,466,2,2025-02-26,126.75,79.52
2128,257,480,2,2025-02-26,147.72,84.61
2128,257,206,3,2025-02-26,107.52,94.78
2128,257,296,2,2025-02-26,74.8,
2128,257,222,1,2025-02-26,60.49,
2128,257,428,2,2025-02-26,40.18,29.09
2129,358,155,1,2025-02-26,101.72,
2129,358,135,3,2025-02-26,23.43,
2129,358,306,3,2025-02-26,131.02,95.65
2130,322,338,2,2025-02-26,146.8,
2130,322,289,3,2025-02-26,69.97,46.27
2130,322,430,3,2025-02-26,112.65,79.76
2130,322,192,3,2025-02-26,108.15,92.28
2130,322,461,1,2025-02-26,19.24,
2131,258,297,5,2025-02-26,128.15,64.66
2131,258,247,4,2025-02-26,111.34,
2131,258,295,2,2025-02-26,69.1,
2132,34,259,4,2025-02-26,67.48,
2132,34,396,2,2025-02-26,112.71,
2132,34,192,3,2025-02-26,52.66,33.9
2132,34,311,4,2025-02-26,108.83,81.87
2133,439,365,3,2025-02-26,114.88,
2133,439,480,2,2025-02-26,102.8,66.36
2133,439,326,3,2025-02-26,91.54,
2134,7,392,2,2025-02-26,93.47,
2134,7,351,2,2025-02-26,130.28,75.88
2134,7,249,1,2025-02-26,67.91,
2135,39,252,1,2025-02-26,61.71,27.35
2135,39,134,3,2025-02-26,110.16,58.08
2135,39,264,1,2025-02-26,10.07,
2135,39,247,3,2025-02-26,25.91,
2135,39,495,2,2025-02-26,101.15,43.17
2135,39,209,3,2025-02-26,93.16,
2136,235,386,7,2025-02-26,60.99,36.65
2137,125,485,2,2025-02-26,146.35,63.41
2137,125,371,3,2025-02-26,40.64,30.07
2137,125,383,2,2025-02-26,30.8,
2137,125,354,2,2025-02-26,70.5,
2138,241,467,7,2025-02-26,85.95,52.77
2138,241,214,1,2025-02-26,123.33,
2138,241,279,4,2025-02-26,140.88,80.72
2139,37,345,1,2025-02-26,139.95,95.3
2140,178,300,4,2025-02-27,137.01,89.71
2140,178,317,1,2025-02-27,30.3,12.28
2140,178,363,1,2025-02-27,48.31,
2140,178,140,1,2025-02-27,110.56,55.48
2141,138,493,3,2025-02-27,37.03,
2141,138,420,3,2025-02-27,105.29,
2141,138,338,1,2025-02-27,5.22,
2142,434,257,3,2025-02-27,133.74,
2142,434,137,1,2025-02-27,84.12,
2142,434,336,2,2025-02-27,139.4,57.86
2143,184,164,3,2025-02-27,113.59,92.48
2143,184,252,2,2025-02-27,49.77,
2144,40,402,1,2025-02-27,113.18,93.99
2144,40,365,3,2025-02-27,118.52,98.1
2145,474,327,1,2025-02-27,46.27,
2145,474,124,4,2025-02-27,137.62,78.96
2145,474,418,4,2025-02-27,137.87,
2145,474,381,2,2025-02-27,5.65,
2145,474,175,2,2025-02-27,131.4,107.04
2146,323,315,4,2025-02-27,28.21,21.36
2146,323,410,1,2025-02-27,97.22,46.95
2146,323,416,5,2025-02-27,61.38,52.34
2146,323,104,2,2025-02-27,15.37,
2146,323,368,2,2025-02-27,83.74,
2146,323,301,1,2025-02-27,140.48,110.99
2146,323,390,3,2025-02-27,14.23,
2147,323,216,2,2025-02-27,104.01,63.04
2147,323,398,1,2025-02-27,47.98,26.75
2148,217,315,7,2025-02-27,82.43,
2148,217,445,2,2025-02-27,121.81,87.63
2148,217,209,1,2025-02-27,33.54,
2148,217,349,1,2025-02-27,138.76,
2149,208,346,4,2025-02-27,147.35,100.35
2149,208,315,2,2025-02-27,55.31,
2149,208,189,2,2025-02-27,125.02,98.13
2150,285,105,3,2025-02-27,100.34,47.17
2151,337,381,4,2025-02-27,103.43,
2151,337,476,1,2025-02-27,10.03,
2151,337,237,3,2025-02-27,66.48,
2151,337,307,2,2025-02-27,5.02,
2152,275,233,2,2025-02-27,25.55,
2152,275,150,2,2025-02-27,28.2,
2153,423,314,1,2025-02-27,24.42,
2153,423,462,2,2025-02-27,96.74,73.24
2153,423,361,1,2025-02-27,51.09,
2153,423,472,2,2025-02-27,7.15,
2153,423,429,1,2025-02-27,30.08,
2154,81,322,2,2025-02-27,116.67,79.9
2154,81,490,2,2025-02-27,116.78,
2155,453,299,1,2025-02-27,18.38,
2155,453,235,1,2025-02-27,123.87,
2155,453,268,1,2025-02-27,37.19,
2155,453,278,2,2025-02-27,146.43,80.61
2155,453,102,1,2025-02-27,107.73,
2155,453,478,2,2025-02-27,45.88,
2156,299,148,1,2025-02-27,58.55,
2156,299,251,2,2025-02-27,79.1,51.23
2156,299,439,2,2025-02-27,28.37,
2156,299,488,3,2025-02-27,149.16,87.48
2157,287,352,4,2025-02-27,131.05,70.69
2157,287,322,4,2025-02-27,50.01,38.89
2157,287,428,1,2025-02-27,143.19,115.8
2158,415,254,2,2025-02-27,25.56,
2158,415,365,1,2025-02-27,17.35,
2159,379,362,2,2025-02-27,69.93,36.14
2159,379,265,2,2025-02-27,36.69,
2159,379,464,3,2025-02-27,114.11,
2159,379,250,2,2025-02-27,11.26,
2160,174,229,1,2025-02-28,124.46,
2161,232,201,2,2025-02-28,112.14,
2161,232,358,1,2025-02-28,88.14,
2161,232,207,3,2025-02-28,27.19,
2161,232,416,2,2025-02-28,101.02,43.21
2162,77,427,3,2025-02-28,86.33,
2162,77,493,2,2025-02-28,85.44,57.17
2162,77,292,2,2025-02-28,26.67,
2162,77,335,4,2025-02-28,95.95,
2162,77,132,4,2025-02-28,87.6,
2163,22,295,7,2025-02-28,80.07,36.24
2163,22,147,3,2025-02-28,118.42,98.98
2163,22,350,2,2025-02-28,109.25,
2164,356,257,1,2025-02-28,16.12,
2164,356,326,1,2025-02-28,33.38,
2165,119,164,3,2025-02-28,144.42,71.31
2165,119,437,2,2025-02-28,149.85,103.19
2165,119,386,2,2025-02-28,56.13,
2165,119,171,2,2025-02-28,59.22,
2165,119,472,1,2025-02-28,104.22,
2165,119,336,4,2025-02-28,43.65,38.05
2166,75,124,4,2025-02-28,124.22,102.85
2166,75,287,2,2025-02-28,47.94,
2166,75,318,1,2025-02-28,57.38,30.54
2166,75,476,1,2025-02-28,100.26,
2167,359,110,2,2025-02-28,83.32,
2167,359,436,5,2025-02-28,111.19,97.82
2167,359,208,2,2025-02-28,43.63,
2167,359,341,3,2025-02-28,91.44,
2167,359,473,7,2025-02-28,60.93,51.6
2167,359,265,1,2025-02-28,104.09,88.06
2167,359,170,2,2025-02-28,88.02,44.72
2167,359,479,2,2025-02-28,139.85,100.05
2168,16,429,6,2025-02-28,55.61,
2168,16,330,1,2025-02-28,52.82,
2168,16,367,1,2025-02-28,91.22,
2168,16,321,2,2025-02-28,124.34,
2168,16,411,3,2025-02-28,147.57,85.01
2169,67,346,1,2025-02-28,34.77,
2169,67,208,1,2025-02-28,88.21,
2169,67,330,2,2025-02-28,104.63,
2169,67,473,3,2025-02-28,142.13,75.84
2169,67,347,1,2025-02-28,61.04,
2169,67,216,2,2025-02-28,143.39,116.86
2170,257,121,1,2025-02-28,25.89,
2170,257,383,2,2025-02-28,28.8,
2170,257,350,1,2025-02-28,45.27,
2170,257,163,5,2025-02-28,11.17,
2171,30,240,1,2025-02-28,128.37,
2171,30,108,2,2025-02-28,36.99,
2172,384,400,1,2025-02-28,20.81,
2172,384,304,2,2025-02-28,136.46,113.09
2173,409,171,1,2025-02-28,127.33,112.46
2173,409,157,3,2025-02-28,31.65,
2173,409,330,4,2025-02-28,30.07,
2174,99,184,2,2025-02-28,122.08,62.69
2174,99,124,2,2025-02-28,50.52,
2174,99,486,2,2025-02-28,113.75,
2174,99,400,1,2025-02-28,147.89,99.82
2174,99,237,4,2025-02-28,148.96,
2175,168,167,3,2025-02-28,77.76,
2175,168,490,2,2025-02-28,110.57,
2175,168,200,1,2025-02-28,41.16,
2175,168,485,3,2025-02-28,63.54,41.41
2176,489,478,2,2025-02-28,43.64,
2176,489,355,2,2025-02-28,141.22,
2176,489,307,2,2025-02-28,127.33,55.89
2176,489,269,4,2025-02-28,123.67,60.77
2176,489,411,3,2025-02-28,34.87,
2177,391,101,4,2025-02-28,96.5,82.17
2177,391,100,1,2025-02-28,19.53,
2177,391,263,3,2025-02-28,115.68,81.44
2177,391,493,2,2025-02-28,76.53,45.36
2177,391,269,5,2025-02-28,86.15,59.37
2177,391,195,1,2025-02-28,106.44,69.09
2178,338,467,2,2025-02-28,103.13,48.35
2178,338,400,1,2025-02-28,75.81,
2178,338,423,4,2025-02-28,105.55,84.71
2178,338,220,5,2025-02-28,47.69,35.85
2179,361,447,1,2025-02-28,11.55,
2179,361,484,2,2025-02-28,6.95,
2179,361,216,4,2025-02-28,118.05,97.71
2179,361,229,2,2025-02-28,45.87,
2180,241,389,1,2025-03-01,8.05,4.66
2180,241,368,3,2025-03-01,98.23,47.17
2180,241,268,1,2025-03-01,25.31,
2180,241,492,4,2025-03-01,28.57,
2180,241,342,2,2025-03-01,13.71,
2180,241,366,3,2025-03-01,122.75,
2181,396,462,3,2025-03-01,67.83,
2181,396,284,6,2025-03-01,99.66,75.15
2181,396,173,1,2025-03-01,57.82,
2182,2,157,1,2025-03-01,84.81,
2182,2,477,1,2025-03-01,102.95,70.84
2182,2,110,1,2025-03-01,96.24,
2182,2,348,2,2025-03-01,15.95,
2182,2,316,2,2025-03-01,108.1,
2183,44,403,2,2025-03-01,68.93,
2183,44,458,3,2025-03-01,45.81,
2183,44,332,3,2025-03-01,34.71,
2183,44,249,1,2025-03-01,75.18,
2183,44,238,1,2025-03-01,45.85,
2183,44,477,3,2025-03-01,48.61,
2184,7,363,2,2025-03-01,64.83,
2184,7,182,1,2025-03-01,37.92,
2184,7,100,2,2025-03-01,6.79,
2185,379,411,4,2025-03-01,59.63,
2185,379,131,3,2025-03-01,71.06,38.33
2185,379,129,2,2025-03-01,11.11,
2185,379,499,1,2025-03-01,63.07,
2186,70,231,3,2025-03-01,128.58,92.13
2186,70,435,2,2025-03-01,136.15,74.99
2187,384,123,1,2025-03-01,31.77,
2187,384,376,1,2025-03-01,130.08,58.1
2187,384,485,3,2025-03-01,132.62,
2187,384,460,2,2025-03-01,45.6,28.18
2187,384,452,1,2025-03-01,103.55,
2188,152,483,2,2025-03-01,47.85,
2188,152,413,2,2025-03-01,130.3,102.01
2188,152,296,1,2025-03-01,28.53,
2188,152,273,2,2025-03-01,37.22,
2188,152,451,7,2025-03-01,92.18,42.34
2189,10,117,1,2025-03-01,57.71,
2190,377,202,2,2025-03-01,118.84,
2190,377,230,1,2025-03-01,36.18,
2191,343,433,1,2025-03-01,127.62,
2191,343,109,1,2025-03-01,131.49,
2191,343,235,2,2025-03-01,46.3,
2191,343,288,2,2025-03-01,33.74,
2191,343,119,3,2025-03-01,121.62,85.85
2191,343,311,5,2025-03-01,8.1,3.27
2192,139,442,4,2025-03-01,116.06,
2192,139,416,2,2025-03-01,54.52,47.87
2193,438,468,3,2025-03-01,92.64,
2193,438,448,2,2025-03-01,131.18,
2193,438,156,1,2025-03-01,23.95,
2193,438,225,3,2025-03-01,132.68,
2193,438,113,3,2025-03-01,20.46,
2193,438,119,5,2025-03-01,95.19,49.51
2194,397,175,5,2025-03-01,127.19,84.44
2194,397,152,8,2025-03-01,95.25,52.05
2194,397,178,3,2025-03-01,92.91,
2194,397,331,3,2025-03-01,109.49,89.89
2194,397,465,2,2025-03-01,32.45,
2194,397,387,1,2025-03-01,43.19,30.46
2194,397,343,4,2025-03-01,13.37,
2195,218,488,7,2025-03-01,129.38,53.93
2195,218,240,1,2025-03-01,96.95,
2195,218,238,3,2025-03-01,73.41,
2195,218,296,2,2025-03-01,15.82,
2195,218,407,4,2025-03-01,93.28,80.01
2195,218,455,3,2025-03-01,81.02,47.68
2195,218,316,1,2025-03-01,137.45,73.54
2195,218,296,1,2025-03-01,77.95,
2195,218,439,2,2025-03-01,24.34,
2196,495,422,3,2025-03-01,136.77,86.96
2196,495,281,2,2025-03-01,116.94,
2196,495,227,3,2025-03-01,95.93,48.5
2196,495,350,1,2025-03-01,96.42,51.28
2196,495,368,3,2025-03-01,39.67,
2197,168,323,2,2025-03-01,22.38,
2197,168,312,1,2025-03-01,44.5,
2197,168,195,4,2025-03-01,89.92,69.01
2197,168,336,1,2025-03-01,20.29,
2197,168,323,3,2025-03-01,78.07,
2198,202,289,4,2025-03-01,43.63,33.87
2198,202,129,2,2025-03-01,5.42,
2198,202,148,3,2025-03-01,132.89,111.18
2198,202,328,1,2025-03-01,32.16,
2198,202,106,5,2025-03-01,109.21,76.0
2199,315,144,1,2025-03-01,101.7,
2199,315,240,2,2025-03-01,22.24,
2199,315,484,2,2025-03-01,39.75,
2199,315,347,4,2025-03-01,97.58,79.47
2200,258,453,5,2025-03-02,116.64,
2200,258,466,3,2025-03-02,53.0,23.86
2201,348,373,1,2025-03-02,54.29,
2201,348,243,1,2025-03-02,122.53,82.28
2201,348,129,2,2025-03-02,103.3,
2201,348,157,5,2025-03-02,81.46,68.91
2201,348,239,2,2025-03-02,76.53,
2202,408,328,1,2025-03-02,52.86,
2202,408,267,2,2025-03-02,64.14,
2202,408,345,3,2025-03-02,6.82,
2202,408,381,2,2025-03-02,21.96,
2202,408,141,2,2025-03-02,24.86,
2202,408,346,8,2025-03-02,143.01,98.93
2202,408,352,1,2025-03-02,44.14,
2202,408,421,2,2025-03-02,37.19,
2202,408,134,1,2025-03-02,75.86,
2203,409,420,3,2025-03-02,20.44,
2203,409,270,3,2025-03-02,93.78,51.09
2203,409,142,2,2025-03-02,59.64,
2203,409,335,5,2025-03-02,115.6,95.74
2203,409,229,3,2025-03-02,82.11,66.58
2203,409,439,3,2025-03-02,86.4,42.92
2204,438,295,3,2025-03-02,75.98,64.75
2204,438,113,5,2025-03-02,114.99,96.98
2204,438,418,3,2025-03-02,22.27,
2204,438,245,4,2025-03-02,97.13,63.84
2204,438,484,1,2025-03-02,131.99,80.03
2204,438,292,3,2025-03-02,99.37,
2205,184,355,2,2025-03-02,109.57,
2205,184,129,2,2025-03-02,110.61,90.26
2205,184,418,3,2025-03-02,130.49,52.43
2206,228,136,1,2025-03-02,94.12,62.15
2206,228,171,1,2025-03-02,131.61,78.42
2206,228,253,3,2025-03-02,18.64,
2207,30,397,3,2025-03-02,131.52,75.44
2207,30,301,3,2025-03-02,81.48,
2207,30,201,3,2025-03-02,128.66,
2207,30,202,2,2025-03-02,96.52,
2207,30,287,5,2025-03-02,128.91,87.4
2207,30,223,1,2025-03-02,52.36,
2208,455,453,3,2025-03-02,25.99,
2208,455,213,3,2025-03-02,54.56,41.0
2208,455,419,3,2025-03-02,98.07,
2208,455,201,1,2025-03-02,46.17,
2208,455,235,2,2025-03-02,99.88,52.02
2209,166,381,4,2025-03-02,149.32,96.93
2210,173,481,2,2025-03-02,85.9,58.53
2210,173,498,3,2025-03-02,77.52,
2210,173,291,2,2025-03-02,59.55,28.73
2210,173,267,2,2025-03-02,63.39,
2210,173,356,3,2025-03-02,26.66,
2210,173,237,2,2025-03-02,43.03,
2210,173,493,2,2025-03-02,149.73,88.23
2210,173,180,2,2025-03-02,130.6,
2211,247,211,3,2025-03-02,74.95,58.41
2211,247,406,2,2025-03-02,8.73,
2211,247,457,2,2025-03-02,62.06,
2211,247,414,3,2025-03-02,15.98,
2211,247,375,1,2025-03-02,6.47,
2211,247,405,1,2025-03-02,43.59,
2212,338,179,1,2025-03-02,9.25,
2213,286,476,4,2025-03-02,24.57,11.58
2213,286,327,2,2025-03-02,33.34,
2213,286,496,4,2025-03-02,19.34,
2214,441,191,1,2025-03-02,19.8,
2214,441,183,3,2025-03-02,21.96,
2214,441,463,1,2025-03-02,107.83,
2214,441,390,4,2025-03-02,26.44,21.21
2215,303,384,2,2025-03-02,18.75,
2215,303,151,1,2025-03-02,77.36,
2215,303,341,2,2025-03-02,112.81,57.58
2215,303,375,1,2025-03-02,121.05,53.47
2215,303,208,2,2025-03-02,122.54,
2215,303,297,4,2025-03-02,47.09,32.49
2216,464,336,3,2025-03-02,77.17,
2216,464,362,3,2025-03-02,83.69,
2216,464,473,2,2025-03-02,29.73,
2216,464,473,2,2025-03-02,27.17,
2217,209,473,1,2025-03-02,119.43,
2217,209,445,4,2025-03-02,49.37,29.04
2217,209,437,3,2025-03-02,113.68,
2217,209,363,3,2025-03-02,109.55,57.93
2217,209,423,5,2025-03-02,27.19,
2218,159,285,2,2025-03-02,145.72,66.44
2218,159,101,2,2025-03-02,111.31,99.94
2218,159,190,3,2025-03-02,149.55,124.05
2218,159,393,3,2025-03-02,110.31,83.99
2219,42,352,1,2025-03-02,52.59,
2219,42,294,4,2025-03-02,90.77,69.86
2219,42,160,3,2025-03-02,111.18,
2220,368,469,5,2025-03-03,105.86,44.01
2220,368,258,1,2025-03-03,90.74,
2220,368,212,3,2025-03-03,108.97,94.82
2220,368,170,4,2025-03-03,14.49,
2220,368,294,1,2025-03-03,20.93,
2220,368,414,6,2025-03-03,96.32,74.17
2220,368,225,2,2025-03-03,62.04,43.71
2220,368,496,1,2025-03-03,107.31,47.24
2221,262,121,1,2025-03-03,77.77,
2221,262,249,2,2025-03-03,44.46,19.41
2221,262,311,2,2025-03-03,92.08,
2221,262,397,5,2025-03-03,42.9,
2222,374,454,2,2025-03-03,73.62,
2222,374,356,1,2025-03-03,5.39,
2222,374,298,1,2025-03-03,11.29,
2222,374,461,1,2025-03-03,63.93,
2222,374,180,1,2025-03-03,18.08,
2223,253,332,2,2025-03-03,31.54,
2223,253,421,1,2025-03-03,60.55,
2223,253,430,2,2025-03-03,66.65,
2223,253,438,1,2025-03-03,48.63,
2224,440,331,2,2025-03-03,72.58,43.65
2224,440,329,6,2025-03-03,88.01,78.46
2224,440,238,3,2025-03-03,26.25,
2224,440,408,1,2025-03-03,143.21,119.62
2225,91,469,2,2025-03-03,147.32,118.44
2225,91,361,1,2025-03-03,64.07,39.37
2225,91,387,2,2025-03-03,40.99,
2226,309,125,4,2025-03-03,140.94,126.45
2226,309,404,1,2025-03-03,47.55,
2226,309,251,4,2025-03-03,124.42,76.62
2226,309,321,2,2025-03-03,55.58,
2227,192,284,4,2025-03-03,17.0,
2227,192,335,4,2025-03-03,73.91,56.84
2227,192,238,3,2025-03-03,144.25,93.69
2228,336,226,4,2025-03-03,95.71,38.35
2228,336,317,1,2025-03-03,20.37,
2228,336,139,5,2025-03-03,141.93,90.88
2229,171,448,2,2025-03-03,74.89,
2229,171,175,3,2025-03-03,139.66,61.93
2229,171,474,2,2025-03-03,80.54,49.51
2229,171,417,3,2025-03-03,51.75,
2229,171,146,2,2025-03-03,5.77,
2229,171,129,3,2025-03-03,115.35,101.19
2230,281,134,3,2025-03-03,110.76,69.81
2230,281,204,4,2025-03-03,62.77,
2230,281,445,2,2025-03-03,128.4,113.5
2230,281,217,2,2025-03-03,147.28,94.84
2231,88,489,5,2025-03-03,130.1,116.63
2231,88,470,2,2025-03-03,58.99,
2231,88,191,1,2025-03-03,27.16,
2231,88,399,4,2025-03-03,33.17,
2232,56,330,1,2025-03-03,36.43,
2233,210,125,2,2025-03-03,102.91,57.0
2233,210,356,3,2025-03-03,58.79,48.31
2233,210,480,4,2025-03-03,22.09,
2233,210,366,4,2025-03-03,100.31,
2233,210,199,2,2025-03-03,76.55,
2234,105,420,1,2025-03-03,141.78,
2234,105,235,1,2025-03-03,109.6,
2234,105,127,6,2025-03-03,144.9,100.1
2234,105,398,1,2025-03-03,86.65,
2234,105,157,1,2025-03-03,118.3,96.83
2235,259,316,2,2025-03-03,53.66,
2235,259,261,4,2025-03-03,41.47,
2235,259,103,3,2025-03-03,145.67,93.44
2235,259,175,4,2025-03-03,140.3,77.97
2235,259,202,3,2025-03-03,61.5,
2236,474,348,1,2025-03-03,76.41,
2236,474,449,2,2025-03-03,76.95,
2236,474,233,2,2025-03-03,107.49,60.45
2237,357,467,1,2025-03-03,118.36,
2237,357,231,2,2025-03-03,65.67,
2237,357,298,2,2025-03-03,73.79,63.69
2237,357,389,1,2025-03-03,5.03,
